"isolate","scheme","ST","adk","fumC","gyrB","icd","mdh","purA","recA","Species","O.type","H.type","Serotype","QC","Evidence","GeneScores","AlleleKeys","GeneIdentities...","GeneCoverages...","GeneContigNames","GeneRanges","GeneLengths","Database","Warnings","SRA","Biosample","benchmark_included","stx_profile","stx_count","plasmid_profile","plasmid_count","Unique","Distinct","Total","Max_count","rep_types","rep_frac_distinct","rep_frac_total"
"GCF_016942505.1_ASM1694250v1","ecoli_achtman_4","654","adk(6)","fumC(95)","gyrB(5)","icd(18)","mdh(9)","purA(8)","recA(6)","-","O8","H49","O8:H49","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O8-14-wzm;O8-30-wzt;H49-3-fliC;","100;100;99.764;","100;100;100;","NZ_CP063341.1;NZ_CP063341.1;NZ_CP063341.1;","1822103-1822897;1822897-1824111;1955594-1957288;","795;1215;1695;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4919746,4971731,5086668,50,51985,0.010456,0.032816
"GCF_016942535.1_ASM1694253v1","ecoli_achtman_4","278","adk(9)","fumC(23)","gyrB(64)","icd(18)","mdh(11)","purA(8)","recA(6)","-","-","H7","-:H7","-","Based on 1 allele(s)","fliC:1;","H7-6-fliC-origin;","100;","100;","NZ_CP063349.1;","4036919-4038676;","1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4812701,4870512,5012736,44,57811,0.01187,0.039905
"GCF_016942575.1_ASM1694257v1","ecoli_achtman_4","23","adk(6)","fumC(4)","gyrB(12)","icd(1)","mdh(20)","purA(13)","recA(7)","-","O53","H9","O53:H9","-","Based on 3 allele(s)","wzx:0.998;wzy:0.999;fliC:1;","O53-1-wzx-origin;O53-2-wzy-origin;H9-1-fliC-origin;","99.837;99.923;99.95;","100;100;100;","NZ_CP063459.1;NZ_CP063459.1;NZ_CP063459.1;","2947357-2948586;2949685-2950977;3115176-3117188;","1230;1293;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4969945,5009153,5115316,61,39208,0.007827,0.028419
"GCF_016942595.1_ASM1694259v1","ecoli_achtman_4","1585","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(1)","recA(2)","-","O141","H32","O141:H32","-","Based on 3 allele(s)","wzx:1;wzy:0.997;fliC:1;","O141-1-wzx-origin;O141-4-wzy-origin;H32-2-fliC;","100;99.73;99.709;","100;100;100;","NZ_CP063467.1;NZ_CP063467.1;NZ_CP063467.1;","607910-609151;611192-612304;717214-718930;","1242;1113;1717;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4500993,4541243,4681067,69,40250,0.008863,0.038469
"GCF_016942615.1_ASM1694261v1","ecoli_achtman_4","11225","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(1)","recA(306)","-","O126","H26","O126:H26","-","Based on 3 allele(s)","wzx:0.996;wzy:0.997;fliC:1;","O126-2-wzx-origin;O126-9-wzy;H26-4-fliC;","99.596;99.713;100;","100;100;100;","NZ_CP063473.1;NZ_CP063473.1;NZ_CP063473.1;","2791197-2792681;2801749-2802792;2667211-2668883;","1485;1044;1673;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4774592,4827869,4979278,77,53277,0.011035,0.041108
"GCF_016942635.1_ASM1694263v1","ecoli_achtman_4","648","adk(92)","fumC(4)","gyrB(87)","icd(96)","mdh(70)","purA(58)","recA(2)","-","O153","H30","O153:H30","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O153-3-wzx-origin;O153-4-wzy-origin;H30-2-fliC;","100;100;100;","100;100;100;","NZ_CP063476.1;NZ_CP063476.1;NZ_CP063476.1;","658433-659611;656298-657476;764505-766217;","1179;1179;1713;","v1.0 (11-03-2020)","High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4931537,4982915,5087258,28,51378,0.010311,0.03061
"GCF_016942655.1_ASM1694265v1","ecoli_achtman_4","156","adk(6)","fumC(29)","gyrB(32)","icd(16)","mdh(11)","purA(8)","recA(44)","-","-","H25","-:H25","-","Based on 1 allele(s)","fliC:1;","H25-2-fliC-origin;","100;","100;","NZ_CP063479.1;","3449224-3450555;","1332;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4856672,4907453,5022946,48,50781,0.010348,0.033103
"GCF_016944635.1_ASM1694463v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O9","H9","O9:H9","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-14-wzm;O9-20-wzt;H9-3-fliC;","100;100;100;","100;100;100;","NZ_CP063483.1;NZ_CP063483.1;NZ_CP063483.1;","2513891-2514676;2514679-2515974;2647738-2649750;","786;1296;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4696484,4792651,4953796,81,96167,0.020066,0.051942
"GCF_016944655.1_ASM1694465v1","ecoli_achtman_4","48","adk(6)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O8","H18","O8:H18","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:0.98;","O8-14-wzm;O8-30-wzt;H18-2-fliC;","100;100;97.958;","100;100;100;","NZ_CP063487.1;NZ_CP063487.1;NZ_CP063487.1;","3576611-3577405;3577405-3578619;3670858-3672522;","795;1215;1665;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4562147,4617776,4766365,69,55629,0.012047,0.042846
"GCF_016944675.1_ASM1694467v1","ecoli_achtman_4","69","adk(21)","fumC(35)","gyrB(27)","icd(6)","mdh(5)","purA(5)","recA(4)","-","O77/O17/O44/O106/O73","H18","O77/O17/O44/O106/O73:H18","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP063492.1;NZ_CP063492.1;NZ_CP063492.1;","3756916-3758151;3758193-3759524;3654272-3655936;","1236;1332;1665;","v1.0 (11-03-2020)","High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,5446322,5561991,5776535,52,115669,0.020796,0.057165
"GCF_016944695.1_ASM1694469v1","ecoli_achtman_4","165","adk(10)","fumC(27)","gyrB(5)","icd(10)","mdh(12)","purA(8)","recA(2)","-","O147","H40","O147:H40","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O147-1-wzx-origin;O147-2-wzy-origin;H40-1-fliC-origin;","99.919;100;100;","100;100;100;","NZ_CP063499.1;NZ_CP063499.1;NZ_CP063499.1;","591259-592491;592547-593734;690491-691969;","1233;1188;1479;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4581018,4612320,4739285,84,31302,0.006787,0.033395
"GCF_016944715.1_ASM1694471v1","ecoli_achtman_4","3944","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(179)","purA(8)","recA(2)","-","O9/O30","H9","O9/O30:H9","-","Based on 3 allele(s)","wzm:1;wzt:1;fliC:1;","O9-11-wzm;O9-17-wzt;H9-3-fliC;","100;100;100;","100;100;100;","NZ_CP063503.1;NZ_CP063503.1;NZ_CP063503.1;","3067303-3068088;3066005-3067300;2948454-2950466;","786;1296;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4974232,5015271,5115846,79,41039,0.008183,0.027681
"GCF_016944735.1_ASM1694473v1","ecoli_achtman_4","542","adk(112)","fumC(11)","gyrB(5)","icd(12)","mdh(8)","purA(8)","recA(86)","-","O128","H45","O128:H45","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O128-3-wzx-origin;O128-5-wzy-origin;H45-3-fliC;","99.931;100;100;","100;100;100;","NZ_CP063511.1;NZ_CP063511.1;NZ_CP063511.1;","2928975-2930417;2933002-2934045;3048493-3050199;","1443;1044;1707;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4728492,4804851,4980233,82,76359,0.015892,0.050548
"GCF_016944755.1_ASM1694475v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O16","H5","O16:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;","100;100;100;","100;100;100;","NZ_CP063515.1;NZ_CP063515.1;NZ_CP063515.1;","1023206-1024453;1020929-1022095;812849-814158;","1248;1167;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5002538,5101281,5266787,51,98743,0.019357,0.050173
"GCF_016944775.1_ASM1694477v1","ecoli_achtman_4","4014","adk(43)","fumC(41)","gyrB(378)","icd(18)","mdh(11)","purA(7)","recA(6)","-","O88","H31","O88:H31","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O88-1-wzx-origin;O88-2-wzy-origin;H31-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP063518.1;NZ_CP063518.1;NZ_CP063518.1;","2822025-2823482;2819822-2821096;2719182-2720849;","1458;1275;1668;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4804644,4843905,4937346,44,39261,0.008105,0.026877
"GCF_017088405.1_ASM1708840v1","ecoli_achtman_4","7087","adk(10)","fumC(27)","gyrB(5)","icd(10)","mdh(603)","purA(8)","recA(2)","-","-","H19","-:H19","-","Based on 1 allele(s)","fliC:1;","H19-2-fliC-origin;","100;","100;","NZ_CP070902.1;","1912808-1914649;","1842;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4810189,4848663,4947724,78,38474,0.007935,0.027798
"GCF_017088425.1_ASM1708842v1","ecoli_achtman_4","1011","adk(6)","fumC(4)","gyrB(159)","icd(44)","mdh(112)","purA(1)","recA(17)","-","O86","H9","O86:H9","-","Based on 3 allele(s)","wzx:0.995;wzy:0.991;fliC:1;","O86-7-wzx;O86-4-wzy-origin;H9-4-fliC;","99.501;99.072;99.901;","100;100;100;","NZ_CP070906.1;NZ_CP070906.1;NZ_CP070906.1;","1832800-1834002;1834633-1836033;1959956-1961968;","1203;1401;2013;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4938294,4997316,5157065,71,59022,0.011811,0.042422
"GCF_017088445.1_ASM1708844v1","ecoli_achtman_4","4088","adk(6)","fumC(4)","gyrB(3)","icd(26)","mdh(7)","purA(8)","recA(2)","-","-","H7","-:H7","-","Based on 1 allele(s)","fliC:1;","H7-6-fliC-origin;","100;","100;","NZ_CP070920.1;","1906065-1907822;","1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5095373,5149122,5254705,51,53749,0.010438,0.030322
"GCF_017088465.1_ASM1708846v1","ecoli_achtman_4","2705","adk(10)","fumC(11)","gyrB(4)","icd(10)","mdh(7)","purA(8)","recA(2)","-","-","H10","-:H10","-","Based on 1 allele(s)","fliC:1;","H10-10-fliC;","100;","100;","NZ_CP070914.1;","1900670-1901931;","1262;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4889439,4932091,5055207,73,42652,0.008648,0.032792
"GCF_017088485.1_ASM1708848v1","ecoli_achtman_4","2325","adk(8)","fumC(7)","gyrB(4)","icd(8)","mdh(8)","purA(18)","recA(6)","-","O21","H25","O21:H25","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O21-3-wzx;O21-2-wzy-origin;H25-11-fliC;","99.919;100;100;","100;100;100;","NZ_CP070930.1;NZ_CP070930.1;NZ_CP070930.1;","1777295-1778529;1780818-1781900;1905288-1906607;","1236;1083;1320;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4592554,4641929,4761090,85,49375,0.010637,0.035399
"GCF_017161035.1_ASM1716103v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP046025.1;NZ_CP046025.1;NZ_CP046025.1;","1774655-1775902;1777013-1778179;1880633-1882129;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4610398,4647795,4762738,76,37397,0.008046,0.031986
"GCF_017161345.1_ASM1716134v1","ecoli_achtman_4","206","adk(6)","fumC(7)","gyrB(5)","icd(1)","mdh(8)","purA(18)","recA(2)","-","-","H19","-:H19","-","Based on 1 allele(s)","fliC:1;","H19-4-fliC;","99.945;","100;","NZ_CP034106.1;","2382260-2384091;","1832;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4756258,4802801,4951146,80,46543,0.009691,0.039362
"GCF_017164755.1_ASM1716475v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062778.1;NZ_CP062778.1;NZ_CP062778.1;","1963062-1964453;1961194-1962360;2179410-2181167;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5186246,5323593,5630119,62,137347,0.0258,0.078839
"GCF_017164775.1_ASM1716477v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062700.1;NZ_CP062700.1;NZ_CP062700.1;","1963053-1964444;1961185-1962351;2179401-2181158;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5172382,5301147,5582567,62,128765,0.02429,0.073476
"GCF_017164795.1_ASM1716479v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-21-fliC;","100;100;100;","100;100;100;","NZ_CP062702.1;NZ_CP062702.1;NZ_CP062702.1;","1969666-1971057;1967798-1968964;2187812-2189569;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5127121,5282252,5633902,62,155131,0.029368,0.089952
"GCF_017164815.1_ASM1716481v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-124-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062705.1;NZ_CP062705.1;NZ_CP062705.1;","2000700-2002091;1998832-1999998;2263578-2265335;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5149518,5300426,5649114,62,150908,0.028471,0.088438
"GCF_017164835.1_ASM1716483v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-124-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062708.1;NZ_CP062708.1;NZ_CP062708.1;","2000696-2002087;1998828-1999994;2263574-2265331;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5149557,5300449,5649136,62,150892,0.028468,0.088435
"GCF_017164855.1_ASM1716485v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-124-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062711.1;NZ_CP062711.1;NZ_CP062711.1;","2000706-2002097;1998838-2000004;2263585-2265342;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5114019,5264711,5613174,62,150692,0.028623,0.088926
"GCF_017164875.1_ASM1716487v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-124-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062713.1;NZ_CP062713.1;NZ_CP062713.1;","1999384-2000775;1997516-1998682;2262261-2264018;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5113736,5264425,5611571,62,150689,0.028624,0.088716
"GCF_017164895.1_ASM1716489v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062715.1;NZ_CP062715.1;NZ_CP062715.1;","1997934-1999325;1996066-1997232;2213270-2215027;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5124669,5275718,5619018,62,151049,0.028631,0.087978
"GCF_017164915.1_ASM1716491v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062717.1;NZ_CP062717.1;NZ_CP062717.1;","1997927-1999318;1996059-1997225;2213263-2215020;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5143104,5294699,5641443,62,151595,0.028631,0.088335
"GCF_017164935.1_ASM1716493v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062719.1;NZ_CP062719.1;NZ_CP062719.1;","2000694-2002085;1998826-1999992;2215964-2217721;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5151268,5303810,5651123,62,152542,0.028761,0.088452
"GCF_017164955.1_ASM1716495v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062721.1;NZ_CP062721.1;NZ_CP062721.1;","2000704-2002095;1998836-2000002;2216037-2217794;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5151211,5303789,5652488,62,152578,0.028768,0.088683
"GCF_017164975.1_ASM1716497v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062723.1;NZ_CP062723.1;NZ_CP062723.1;","2001564-2002955;1999696-2000862;2216893-2218650;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5111261,5264003,5612211,62,152742,0.029016,0.089261
"GCF_017164995.1_ASM1716499v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062725.1;NZ_CP062725.1;NZ_CP062725.1;","2001788-2003179;1999920-2001086;2217121-2218878;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5155107,5311033,5684318,62,155926,0.029359,0.0931
"GCF_017165015.1_ASM1716501v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062727.1;NZ_CP062727.1;NZ_CP062727.1;","1997951-1999342;1996083-1997249;2213291-2215048;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5113237,5265480,5606340,62,152243,0.028913,0.087955
"GCF_017165035.1_ASM1716503v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062729.1;NZ_CP062729.1;NZ_CP062729.1;","1997977-1999368;1996109-1997275;2213311-2215068;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5111993,5264827,5604320,62,152834,0.029029,0.087848
"GCF_017165055.1_ASM1716505v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062780.1;NZ_CP062780.1;NZ_CP062780.1;","1999352-2000743;1997484-1998650;2214624-2216381;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5111999,5264728,5609213,62,152729,0.02901,0.088642
"GCF_017165075.1_ASM1716507v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062731.1;NZ_CP062731.1;NZ_CP062731.1;","1999353-2000744;1997485-1998651;2214625-2216382;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5112024,5264746,5609224,62,152722,0.029008,0.08864
"GCF_017165095.1_ASM1716509v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062733.1;NZ_CP062733.1;NZ_CP062733.1;","1999341-2000732;1997473-1998639;3102941-3104698;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376141","SAMN16327599","yes","stx2a; stx2c",2,"25; 20",2,5115273,5268005,5612469,62,152732,0.028992,0.088588
"GCF_017165115.1_ASM1716511v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062739.1;NZ_CP062739.1;NZ_CP062739.1;","1999354-2000745;1997486-1998652;2427848-2429605;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376143","SAMN16327597","yes","stx2a; stx2c",2,"25; 20",2,4954256,5268102,5825733,62,313846,0.059575,0.149591
"GCF_017165135.1_ASM1716513v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062736.1;NZ_CP062736.1;NZ_CP062736.1;","1999353-2000744;1997485-1998651;2214625-2216382;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376142","SAMN16327598","yes","stx2a; stx2c",2,"25; 20",2,5115333,5268056,5612513,62,152723,0.02899,0.088584
"GCF_017165155.1_ASM1716515v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062742.1;NZ_CP062742.1;NZ_CP062742.1;","2000637-2002028;1998769-1999935;2215969-2217726;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5113385,5266515,5609236,62,153130,0.029076,0.088399
"GCF_017165215.1_ASM1716521v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062744.1;NZ_CP062744.1;NZ_CP062744.1;","2001795-2003186;1999927-2001093;3496310-3498067;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5112107,5264818,5611654,62,152711,0.029006,0.08902
"GCF_017165235.1_ASM1716523v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP062746.1;NZ_CP062746.1;NZ_CP062746.1;","1999216-2000607;1997348-1998514;3492434-3494191;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR15376144","SAMN16327594","yes","stx2a; stx2c",2,"25; 20",2,5106283,5258796,5600639,62,152513,0.029002,0.088268
